Area,Site (MPA/ REF),Common Name,Month,Length (cm),Depth Released (ft),Year
PL,MPA,Blue Rockfish,August,30,120,2009
PL,MPA,Blue Rockfish,August,22,80,2009
PL,MPA,Blue Rockfish,August,22,100,2009
PL,MPA,Blue Rockfish,August,27,95,2010
PL,MPA,Blue Rockfish,August,32,95,2010
PL,MPA,Blue Rockfish,August,21,95,2010
PL,MPA,Blue Rockfish,August,26,95,2010
PL,MPA,Blue Rockfish,August,31,95,2010
PL,MPA,Blue Rockfish,August,31,95,2010
PL,MPA,Blue Rockfish,August,27,95,2010
PL,MPA,Blue Rockfish,August,30,95,2010
PL,MPA,Blue Rockfish,August,27,95,2010
PL,MPA,Blue Rockfish,August,28,110,2010
PL,MPA,Blue Rockfish,August,27,90,2010
PL,MPA,Blue Rockfish,August,15,86,2010
PL,MPA,Blue Rockfish,August,32,92,2010
PL,MPA,Blue Rockfish,August,32,112,2010
PL,MPA,Blue Rockfish,August,19,87,2010
PL,MPA,Blue Rockfish,August,34,90,2010
PL,MPA,Blue Rockfish,August,28,90,2010
PL,MPA,Blue Rockfish,August,33,110,2010
PL,MPA,Blue Rockfish,August,32,110,2010
PL,MPA,Blue Rockfish,September,31,95,2011
PL,MPA,Blue Rockfish,September,29,95,2011
PL,MPA,Blue Rockfish,September,36,85,2011
PL,MPA,Blue Rockfish,September,30,85,2011
PL,MPA,Blue Rockfish,September,31,85,2011
PL,MPA,Blue Rockfish,September,37,85,2011
PL,MPA,Blue Rockfish,September,23,105,2011
PL,MPA,Blue Rockfish,September,21,91,2011
PL,MPA,Blue Rockfish,September,26,85,2011
PL,MPA,Blue Rockfish,September,30,100,2011
PL,MPA,Blue Rockfish,September,32,70,2011
PL,MPA,Blue Rockfish,September,32,82,2011
PL,MPA,Blue Rockfish,September,26,82,2011
PL,MPA,Blue Rockfish,September,34,82,2011
PL,REF,Blue Rockfish,August,23,98,2012
PL,REF,Blue Rockfish,August,25,85,2012
PL,REF,Blue Rockfish,August,24,78,2012
PL,REF,Blue Rockfish,August,17,78,2012
PL,REF,Blue Rockfish,August,12,78,2012
PL,REF,Blue Rockfish,August,26,80,2012
PL,REF,Blue Rockfish,August,26,115,2012
PL,REF,Blue Rockfish,August,32,115,2012
PL,REF,Blue Rockfish,August,26,78,2012
PL,REF,Blue Rockfish,August,23,100,2012
PL,REF,Blue Rockfish,August,31,100,2012
PL,REF,Blue Rockfish,August,18,100,2012
PL,REF,Blue Rockfish,August,18,85,2012
PL,REF,Blue Rockfish,August,32,85,2012
PL,REF,Blue Rockfish,August,25,100,2012
PL,REF,Blue Rockfish,August,12,94,2012
PL,REF,Blue Rockfish,August,21,92,2012
PL,REF,Blue Rockfish,September,23,108,2007
PL,REF,Blue Rockfish,September,28,98,2007
PL,REF,Blue Rockfish,September,23,106,2007
PL,REF,Blue Rockfish,September,24,89,2007
PL,REF,Blue Rockfish,September,29,110,2007
PL,REF,Blue Rockfish,September,30,110,2007
PL,REF,Blue Rockfish,September,34,110,2007
PL,REF,Blue Rockfish,September,27,110,2007
PL,REF,Blue Rockfish,September,32,110,2007
PL,REF,Blue Rockfish,September,21,110,2007
PL,REF,Blue Rockfish,September,31,65,2007
PL,REF,Blue Rockfish,September,24,65,2007
PL,REF,Blue Rockfish,September,33,65,2007
PL,REF,Blue Rockfish,September,30,65,2007
PL,REF,Blue Rockfish,September,34,89,2007
PL,REF,Blue Rockfish,September,36,76,2007
PL,REF,Blue Rockfish,September,23,102,2007
PL,REF,Blue Rockfish,September,27,107,2007
PL,REF,Blue Rockfish,September,26,107,2007
PL,REF,Blue Rockfish,September,26,105,2007
PL,REF,Blue Rockfish,September,33,105,2007
PL,REF,Blue Rockfish,September,24,105,2007
PL,REF,Blue Rockfish,September,23,105,2007
PL,REF,Blue Rockfish,September,32,101,2007
PL,REF,Blue Rockfish,September,30,98,2007
PL,REF,Blue Rockfish,September,23,70,2007
PL,REF,Blue Rockfish,September,26,87,2007
PL,REF,Blue Rockfish,September,37,65,2007
PL,REF,Blue Rockfish,September,23,75,2007
PL,REF,Blue Rockfish,September,31,75,2007
PL,REF,Blue Rockfish,September,28,75,2007
PL,REF,Blue Rockfish,September,24,75,2007
PL,REF,Blue Rockfish,September,25,75,2007
PL,REF,Blue Rockfish,September,22,75,2007
PL,REF,Blue Rockfish,September,29,75,2007
PL,REF,Blue Rockfish,September,26,75,2007
PL,REF,Blue Rockfish,September,28,75,2007
PL,REF,Blue Rockfish,September,26,75,2007
PL,REF,Blue Rockfish,September,38,75,2007
PL,REF,Blue Rockfish,September,30,75,2007
PL,REF,Blue Rockfish,September,31,70,2007
PL,REF,Blue Rockfish,September,31,70,2007
PL,REF,Blue Rockfish,September,25,70,2007
PL,REF,Blue Rockfish,September,26,70,2007
PL,REF,Blue Rockfish,September,27,70,2007
PL,REF,Blue Rockfish,September,25,70,2007
PL,REF,Blue Rockfish,September,26,70,2007
PL,REF,Blue Rockfish,September,28,70,2007
PL,REF,Blue Rockfish,September,26,70,2007
PL,REF,Blue Rockfish,September,32,70,2007
PL,REF,Blue Rockfish,September,29,87,2007
PL,REF,Blue Rockfish,September,22,87,2007
PL,REF,Blue Rockfish,September,29,65,2007
PL,REF,Blue Rockfish,September,27,65,2007
PL,REF,Blue Rockfish,September,26,75,2007
PL,REF,Blue Rockfish,September,30,58,2007
PL,REF,Blue Rockfish,September,28,58,2007
PL,REF,Blue Rockfish,September,21,58,2007
PL,MPA,Blue Rockfish,August,35,100,2008
PL,MPA,Blue Rockfish,August,33,85,2008
PL,MPA,Blue Rockfish,August,29,97,2008
PL,MPA,Blue Rockfish,August,21,97,2008
PL,MPA,Blue Rockfish,August,31,97,2008
PL,MPA,Blue Rockfish,August,33,97,2008
PL,MPA,Blue Rockfish,August,35,97,2008
PL,MPA,Blue Rockfish,August,34,97,2008
PL,MPA,Blue Rockfish,August,30,97,2008
PL,MPA,Blue Rockfish,August,36,97,2008
PL,MPA,Blue Rockfish,August,22,97,2008
PL,MPA,Blue Rockfish,August,22,97,2008
PL,MPA,Blue Rockfish,August,24,97,2008
PL,MPA,Blue Rockfish,August,21,97,2008
PL,MPA,Blue Rockfish,August,28,97,2008
PL,MPA,Blue Rockfish,August,33,97,2008
PL,MPA,Blue Rockfish,August,35,97,2008
PL,MPA,Blue Rockfish,August,21,97,2008
PL,MPA,Blue Rockfish,August,23,97,2008
PL,MPA,Blue Rockfish,August,34,97,2008
PL,MPA,Blue Rockfish,August,32,93,2008
PL,MPA,Blue Rockfish,August,33,93,2008
PL,MPA,Blue Rockfish,August,34,96,2008
PL,MPA,Blue Rockfish,August,20,96,2008
PL,MPA,Blue Rockfish,August,37,96,2008
PL,MPA,Blue Rockfish,August,30,96,2008
PL,MPA,Blue Rockfish,August,26,96,2008
PL,MPA,Blue Rockfish,August,33,96,2008
PL,MPA,Blue Rockfish,August,34,96,2008
PL,MPA,Blue Rockfish,August,33,107,2008
PL,MPA,Blue Rockfish,August,36,107,2008
PL,MPA,Blue Rockfish,August,31,107,2008
PL,MPA,Blue Rockfish,August,31,107,2008
PL,MPA,Blue Rockfish,August,22,107,2008
PL,MPA,Blue Rockfish,August,35,80,2008
PL,MPA,Blue Rockfish,August,35,80,2008
PL,MPA,Blue Rockfish,August,34,80,2008
PL,MPA,Blue Rockfish,August,33,80,2008
PL,MPA,Blue Rockfish,August,21,77,2008
PL,MPA,Blue Rockfish,August,29,77,2008
PL,MPA,Blue Rockfish,August,21,77,2008
PL,MPA,Blue Rockfish,August,23,134,2008
PL,MPA,Blue Rockfish,August,20,134,2008
PL,MPA,Blue Rockfish,August,28,114,2008
PL,MPA,Blue Rockfish,August,21,114,2008
PL,MPA,Blue Rockfish,August,33,114,2008
PL,MPA,Blue Rockfish,August,27,114,2008
PL,MPA,Blue Rockfish,August,22,114,2008
PL,MPA,Blue Rockfish,August,20,114,2008
PL,MPA,Blue Rockfish,August,31,114,2008
PL,MPA,Blue Rockfish,August,28,114,2008
PL,MPA,Blue Rockfish,August,26,114,2008
PL,MPA,Blue Rockfish,August,24,89,2008
PL,MPA,Blue Rockfish,August,30,89,2008
PL,MPA,Blue Rockfish,August,21,89,2008
PL,MPA,Blue Rockfish,August,32,89,2008
PL,MPA,Blue Rockfish,August,30,89,2008
PL,MPA,Blue Rockfish,August,30,89,2008
PL,MPA,Blue Rockfish,August,24,89,2008
PL,MPA,Blue Rockfish,August,22,89,2008
PL,MPA,Blue Rockfish,August,23,89,2008
PL,MPA,Blue Rockfish,August,22,89,2008
PL,MPA,Blue Rockfish,August,32,89,2008
PL,MPA,Blue Rockfish,August,21,89,2008
PL,MPA,Blue Rockfish,August,27,89,2008
PL,MPA,Blue Rockfish,August,23,75,2008
PL,MPA,Blue Rockfish,August,23,75,2008
PL,MPA,Blue Rockfish,August,33,75,2008
PL,MPA,Blue Rockfish,August,32,75,2008
PL,MPA,Blue Rockfish,August,33,75,2008
PL,MPA,Blue Rockfish,August,32,75,2008
PL,MPA,Blue Rockfish,August,34,75,2008
PL,MPA,Blue Rockfish,August,21,75,2008
PL,MPA,Blue Rockfish,August,32,75,2008
PL,MPA,Blue Rockfish,August,23,93,2008
PL,MPA,Blue Rockfish,August,34,93,2008
PL,MPA,Blue Rockfish,August,31,93,2008
PL,MPA,Blue Rockfish,August,30,93,2008
PL,MPA,Blue Rockfish,August,23,93,2008
PL,MPA,Blue Rockfish,August,34,93,2008
PL,MPA,Blue Rockfish,August,31,93,2008
PL,MPA,Blue Rockfish,August,24,93,2008
PL,MPA,Blue Rockfish,August,29,93,2008
PL,MPA,Blue Rockfish,August,34,93,2008
PL,MPA,Blue Rockfish,August,30,93,2008
PL,MPA,Blue Rockfish,August,23,93,2008
PL,MPA,Blue Rockfish,August,24,93,2008
PL,MPA,Blue Rockfish,August,24,88,2008
PL,MPA,Blue Rockfish,August,20,88,2008
PL,MPA,Blue Rockfish,August,28,88,2008
PL,MPA,Blue Rockfish,August,22,88,2008
PL,MPA,Blue Rockfish,August,29,88,2008
PL,MPA,Blue Rockfish,August,22,88,2008
PL,MPA,Blue Rockfish,August,22,88,2008
PL,MPA,Blue Rockfish,August,25,88,2008
PL,MPA,Blue Rockfish,August,25,88,2008
PL,MPA,Blue Rockfish,August,29,88,2008
PL,MPA,Blue Rockfish,August,33,88,2008
PL,MPA,Blue Rockfish,August,19,88,2008
PL,MPA,Blue Rockfish,August,25,98,2008
PL,MPA,Blue Rockfish,August,35,98,2008
PL,MPA,Blue Rockfish,August,22,98,2008
PL,MPA,Blue Rockfish,August,29,98,2008
PL,MPA,Blue Rockfish,August,30,98,2008
PL,MPA,Blue Rockfish,August,33,98,2008
PL,MPA,Blue Rockfish,August,27,98,2008
PL,MPA,Blue Rockfish,August,34,98,2008
PL,MPA,Blue Rockfish,August,32,98,2008
PL,MPA,Blue Rockfish,August,35,98,2008
PL,MPA,Blue Rockfish,August,31,98,2008
PL,MPA,Blue Rockfish,August,32,98,2008
PL,MPA,Blue Rockfish,August,24,98,2008
PL,MPA,Blue Rockfish,August,30,98,2008
PL,MPA,Blue Rockfish,August,30,98,2008
PL,MPA,Blue Rockfish,August,32,98,2008
PL,MPA,Blue Rockfish,August,33,98,2008
PL,MPA,Blue Rockfish,August,22,98,2008
PL,MPA,Blue Rockfish,August,21,98,2008
PL,MPA,Blue Rockfish,August,32,98,2008
PL,MPA,Blue Rockfish,August,28,98,2008
PL,MPA,Blue Rockfish,August,30,98,2008
PL,MPA,Blue Rockfish,August,22,98,2008
PL,MPA,Blue Rockfish,August,19,86,2008
PL,MPA,Blue Rockfish,August,18,86,2008
PL,MPA,Blue Rockfish,August,22,86,2008
PL,MPA,Blue Rockfish,August,22,86,2008
PL,MPA,Blue Rockfish,August,30,86,2008
PL,MPA,Blue Rockfish,August,34,86,2008
PL,MPA,Blue Rockfish,August,25,86,2008
PL,MPA,Blue Rockfish,August,30,86,2008
PL,MPA,Blue Rockfish,August,19,97,2008
PL,MPA,Blue Rockfish,August,29,76,2008
PL,MPA,Blue Rockfish,August,23,76,2008
PL,MPA,Blue Rockfish,August,29,92,2008
PL,MPA,Blue Rockfish,August,21,52,2008
PL,MPA,Blue Rockfish,August,27,52,2008
PL,MPA,Blue Rockfish,August,30,52,2008
PL,MPA,Blue Rockfish,August,21,52,2008
PL,MPA,Blue Rockfish,August,25,52,2008
PL,MPA,Blue Rockfish,August,27,91,2008
PL,MPA,Blue Rockfish,August,28,91,2008
PL,MPA,Blue Rockfish,August,31,91,2008
PL,REF,Blue Rockfish,August,24,90,2009
PL,REF,Blue Rockfish,August,31,105,2009
PL,REF,Blue Rockfish,September,25,112,2010
PL,REF,Blue Rockfish,September,27,110,2010
PL,REF,Blue Rockfish,September,27,95,2010
PL,REF,Blue Rockfish,September,26,95,2010
PL,REF,Blue Rockfish,September,26,95,2010
PL,REF,Blue Rockfish,September,27,95,2010
PL,REF,Blue Rockfish,September,25,95,2010
PL,REF,Blue Rockfish,September,26,95,2010
PL,REF,Blue Rockfish,September,27,95,2010
PL,REF,Blue Rockfish,September,29,119,2010
PL,REF,Blue Rockfish,September,28,119,2010
PL,REF,Blue Rockfish,September,22,119,2010
PL,REF,Blue Rockfish,September,24,122,2010
PL,REF,Blue Rockfish,September,29,92,2010
PL,REF,Blue Rockfish,September,31,105,2011
PL,REF,Blue Rockfish,September,25,105,2011
PL,REF,Blue Rockfish,September,30,85,2011
PL,REF,Blue Rockfish,September,21,104,2011
PL,REF,Blue Rockfish,September,22,92,2011
PL,REF,Blue Rockfish,September,19,84,2011
PL,REF,Blue Rockfish,September,32,79,2011
PL,REF,Blue Rockfish,September,34,77,2011
PL,REF,Blue Rockfish,September,7,94,2012
PL,REF,Blue Rockfish,September,8,94,2012
PL,REF,Blue Rockfish,September,22,80,2012
PL,REF,Blue Rockfish,September,18,113,2012
PL,REF,Blue Rockfish,September,19,113,2012
PL,REF,Blue Rockfish,September,25,110,2012
PL,REF,Blue Rockfish,September,35,100,2012
PL,REF,Blue Rockfish,September,26,112,2012
PL,REF,Blue Rockfish,September,32,95,2012
PL,REF,Blue Rockfish,September,33,80,2012
PL,REF,Blue Rockfish,September,30,118,2012
PL,REF,Blue Rockfish,September,25,118,2012
PL,REF,Blue Rockfish,September,23,118,2012
PL,REF,Blue Rockfish,September,31,118,2012
PL,REF,Blue Rockfish,September,32,97,2012
PL,REF,Blue Rockfish,September,35,97,2012
PL,REF,Blue Rockfish,September,32,97,2012
PL,REF,Blue Rockfish,September,32,97,2012
PL,REF,Blue Rockfish,September,19,118,2012
PL,REF,Blue Rockfish,September,33,118,2012
PL,REF,Blue Rockfish,September,32,118,2012
PL,REF,Blue Rockfish,September,21,85,2012
PL,REF,Blue Rockfish,September,25,105,2012
PL,REF,Blue Rockfish,September,22,105,2012
PL,REF,Blue Rockfish,September,22,99,2007
PL,REF,Blue Rockfish,September,27,104,2007
PL,REF,Blue Rockfish,September,28,48,2007
PL,REF,Blue Rockfish,September,28,69,2007
PL,REF,Blue Rockfish,September,35,83,2007
PL,REF,Blue Rockfish,September,24,83,2007
PL,REF,Blue Rockfish,September,23,50,2007
PL,REF,Blue Rockfish,September,25,50,2007
PL,REF,Blue Rockfish,September,20,80,2007
PL,REF,Blue Rockfish,September,18,105,2007
PL,REF,Blue Rockfish,September,35,105,2007
PL,REF,Blue Rockfish,September,23,105,2007
PL,REF,Blue Rockfish,September,25,105,2007
PL,REF,Blue Rockfish,September,29,92,2007
PL,REF,Blue Rockfish,September,22,106,2007
PL,REF,Blue Rockfish,September,21,72,2007
PL,REF,Blue Rockfish,September,20,95,2007
PL,REF,Blue Rockfish,September,33,95,2007
PL,REF,Blue Rockfish,September,34,95,2007
PL,REF,Blue Rockfish,September,33,95,2007
PL,REF,Blue Rockfish,September,22,95,2007
PL,REF,Blue Rockfish,September,27,95,2007
PL,REF,Blue Rockfish,September,34,95,2007
PL,REF,Blue Rockfish,September,18,95,2007
PL,REF,Blue Rockfish,September,30,97,2007
PL,REF,Blue Rockfish,September,28,78,2007
PL,REF,Blue Rockfish,September,26,78,2007
PL,REF,Blue Rockfish,September,34,78,2007
PL,REF,Blue Rockfish,September,21,65,2007
PL,REF,Blue Rockfish,September,28,65,2007
PL,REF,Blue Rockfish,September,24,65,2007
PL,REF,Blue Rockfish,September,20,65,2007
PL,REF,Blue Rockfish,September,24,65,2007
PL,REF,Blue Rockfish,September,22,65,2007
PL,REF,Blue Rockfish,September,28,100,2007
PL,REF,Blue Rockfish,September,26,100,2007
PL,REF,Blue Rockfish,September,33,100,2007
PL,REF,Blue Rockfish,September,,100,2007
PL,REF,Blue Rockfish,September,33,100,2007
PL,REF,Blue Rockfish,September,20,100,2007
PL,REF,Blue Rockfish,September,23,100,2007
PL,REF,Blue Rockfish,September,22,100,2007
PL,REF,Blue Rockfish,September,35,100,2007
PL,REF,Blue Rockfish,September,26,100,2007
PL,REF,Blue Rockfish,September,21,100,2007
PL,REF,Blue Rockfish,September,25,100,2007
PL,REF,Blue Rockfish,September,20,100,2007
PL,REF,Blue Rockfish,September,33,100,2007
PL,REF,Blue Rockfish,September,24,100,2007
PL,REF,Blue Rockfish,September,20,100,2007
PL,REF,Blue Rockfish,September,27,100,2007
PL,REF,Blue Rockfish,September,19,100,2007
PL,REF,Blue Rockfish,September,19,88,2007
PL,REF,Blue Rockfish,September,34,88,2007
PL,REF,Blue Rockfish,September,25,88,2007
PL,REF,Blue Rockfish,September,31,83,2007
PL,REF,Blue Rockfish,September,31,83,2007
PL,REF,Blue Rockfish,September,26,83,2007
PL,REF,Blue Rockfish,September,31,83,2007
PL,REF,Blue Rockfish,September,31,83,2007
PL,REF,Blue Rockfish,September,26,83,2007
PL,REF,Blue Rockfish,September,36,83,2007
PL,REF,Blue Rockfish,September,26,83,2007
PL,REF,Blue Rockfish,September,26,83,2007
PL,REF,Blue Rockfish,September,28,90,2007
PL,REF,Blue Rockfish,September,23,90,2007
PL,REF,Blue Rockfish,September,27,90,2007
PL,REF,Blue Rockfish,September,22,90,2007
PL,REF,Blue Rockfish,September,23,84,2007
PL,REF,Blue Rockfish,September,21,90,2007
PL,REF,Blue Rockfish,September,31,90,2007
PL,REF,Blue Rockfish,September,33,90,2007
PL,REF,Blue Rockfish,September,33,90,2007
PL,REF,Blue Rockfish,September,34,90,2007
PL,REF,Blue Rockfish,September,27,90,2007
PL,REF,Blue Rockfish,September,34,90,2007
PL,REF,Blue Rockfish,September,35,90,2007
PL,REF,Blue Rockfish,September,35,85,2007
PL,REF,Blue Rockfish,September,32,85,2007
PL,REF,Blue Rockfish,September,31,85,2007
PL,REF,Blue Rockfish,September,32,85,2007
PL,REF,Blue Rockfish,September,32,85,2007
PL,REF,Blue Rockfish,September,34,85,2007
PL,REF,Blue Rockfish,September,34,85,2007
PL,REF,Blue Rockfish,September,30,85,2007
PL,REF,Blue Rockfish,September,34,85,2007
PL,REF,Blue Rockfish,September,28,85,2007
PL,REF,Blue Rockfish,September,25,85,2007
PL,REF,Blue Rockfish,September,33,85,2007
PL,REF,Blue Rockfish,September,21,85,2007
PL,REF,Blue Rockfish,September,22,85,2007
PL,REF,Blue Rockfish,September,22,85,2007
PL,REF,Blue Rockfish,September,23,85,2007
PL,REF,Blue Rockfish,September,22,85,2007
PL,REF,Blue Rockfish,September,31,85,2007
PL,REF,Blue Rockfish,September,24,85,2007
PL,REF,Blue Rockfish,September,25,85,2007
PL,REF,Blue Rockfish,September,26,76,2007
PL,REF,Blue Rockfish,September,30,76,2007
PL,REF,Blue Rockfish,September,35,59,2007
PL,REF,Blue Rockfish,September,34,59,2007
PL,REF,Blue Rockfish,September,21,59,2007
PL,REF,Blue Rockfish,September,27,75,2007
PL,REF,Blue Rockfish,September,33,75,2007
PL,REF,Blue Rockfish,September,34,76,2007
PL,REF,Blue Rockfish,September,31,76,2007
PL,REF,Blue Rockfish,September,30,69,2007
PL,REF,Blue Rockfish,September,31,69,2007
PL,REF,Blue Rockfish,September,24,69,2007
PL,REF,Blue Rockfish,September,34,69,2007
PL,REF,Blue Rockfish,September,23,69,2007
PL,REF,Blue Rockfish,September,33,69,2007
PL,REF,Blue Rockfish,September,23,69,2007
PL,REF,Blue Rockfish,September,25,69,2007
PL,REF,Blue Rockfish,September,20,69,2007
PL,REF,Blue Rockfish,September,26,69,2007
PL,REF,Blue Rockfish,September,31,69,2007
PL,REF,Blue Rockfish,September,30,72,2007
PL,REF,Blue Rockfish,September,26,73,2007
PL,REF,Blue Rockfish,September,20,74,2007
PL,REF,Blue Rockfish,September,32,75,2007
PL,REF,Blue Rockfish,September,34,71,2007
PL,REF,Blue Rockfish,September,30,71,2007
PL,REF,Blue Rockfish,September,35,55,2007
PL,REF,Blue Rockfish,September,32,55,2007
PL,REF,Blue Rockfish,September,39,55,2007
PL,REF,Blue Rockfish,September,31,65,2007
PL,REF,Blue Rockfish,September,28,65,2007
PL,REF,Blue Rockfish,September,24,65,2007
PL,REF,Blue Rockfish,September,30,65,2007
PL,REF,Blue Rockfish,September,24,65,2007
PL,REF,Blue Rockfish,September,31,65,2007
PL,REF,Blue Rockfish,September,29,65,2007
PL,REF,Blue Rockfish,September,22,65,2007
PL,REF,Blue Rockfish,September,23,65,2007
PL,REF,Blue Rockfish,September,18,72,2007
PL,REF,Blue Rockfish,September,27,72,2007
PL,REF,Blue Rockfish,September,22,72,2007
PL,REF,Blue Rockfish,September,30,72,2007
PL,REF,Blue Rockfish,September,29,72,2007
PL,REF,Blue Rockfish,September,23,72,2007
PL,REF,Blue Rockfish,September,28,64,2007
PL,REF,Blue Rockfish,September,26,64,2007
PL,REF,Blue Rockfish,September,26,64,2007
PL,REF,Blue Rockfish,September,23,64,2007
PL,REF,Blue Rockfish,August,31,105,2008
PL,REF,Blue Rockfish,August,20,120,2008
PL,REF,Blue Rockfish,August,32,100,2008
PL,REF,Blue Rockfish,August,30,85,2008
PL,REF,Blue Rockfish,August,35,85,2008
PL,REF,Blue Rockfish,August,19,85,2008
PL,REF,Blue Rockfish,August,34,105,2008
PL,REF,Blue Rockfish,August,29,75,2008
PL,REF,Blue Rockfish,August,25,90,2008
PL,REF,Blue Rockfish,August,24,90,2008
PL,REF,Blue Rockfish,August,27,76,2008
PL,REF,Blue Rockfish,August,27,76,2008
PL,REF,Blue Rockfish,August,26,87,2008
PL,MPA,Blue Rockfish,August,25,130,2009
PL,MPA,Blue Rockfish,August,23,80,2009
PL,MPA,Blue Rockfish,August,21,80,2009
PL,MPA,Blue Rockfish,August,23,80,2009
PL,MPA,Blue Rockfish,August,31,80,2009
PL,MPA,Blue Rockfish,August,24,90,2009
PL,MPA,Blue Rockfish,August,22,90,2009
PL,MPA,Blue Rockfish,August,19,90,2009
PL,MPA,Blue Rockfish,August,23,90,2009
PL,MPA,Blue Rockfish,August,27,110,2009
PL,MPA,Blue Rockfish,August,24,110,2009
PL,MPA,Blue Rockfish,August,25,110,2009
PL,MPA,Blue Rockfish,August,32,110,2009
PL,MPA,Blue Rockfish,August,33,110,2009
PL,MPA,Blue Rockfish,August,25,110,2009
PL,MPA,Blue Rockfish,August,25,110,2009
PL,MPA,Blue Rockfish,August,29,110,2009
PL,MPA,Blue Rockfish,August,24,110,2009
PL,MPA,Blue Rockfish,September,29,65,2010
PL,MPA,Blue Rockfish,September,28,100,2010
PL,MPA,Blue Rockfish,September,31,100,2010
PL,MPA,Blue Rockfish,September,26,100,2010
PL,MPA,Blue Rockfish,September,28,100,2010
PL,MPA,Blue Rockfish,September,29,100,2010
PL,MPA,Blue Rockfish,September,16,100,2010
PL,MPA,Blue Rockfish,September,31,65,2010
PL,MPA,Blue Rockfish,September,29,65,2010
PL,MPA,Blue Rockfish,September,16,65,2010
PL,MPA,Blue Rockfish,September,25,65,2010
PL,MPA,Blue Rockfish,September,26,80,2010
PL,MPA,Blue Rockfish,September,22,80,2010
PL,MPA,Blue Rockfish,September,27,82,2010
PL,MPA,Blue Rockfish,September,28,82,2010
PL,MPA,Blue Rockfish,September,28,82,2010
PL,MPA,Blue Rockfish,September,27,82,2010
PL,MPA,Blue Rockfish,September,31,82,2010
PL,MPA,Blue Rockfish,September,23,82,2010
PL,MPA,Blue Rockfish,September,28,82,2010
PL,MPA,Blue Rockfish,September,25,82,2010
PL,MPA,Blue Rockfish,September,29,82,2010
PL,MPA,Blue Rockfish,September,22,82,2010
PL,MPA,Blue Rockfish,September,25,82,2010
PL,MPA,Blue Rockfish,September,31,82,2010
PL,MPA,Blue Rockfish,September,33,82,2010
PL,MPA,Blue Rockfish,September,29,82,2010
PL,MPA,Blue Rockfish,September,23,82,2010
PL,MPA,Blue Rockfish,September,24,82,2010
PL,MPA,Blue Rockfish,September,22,82,2010
PL,MPA,Blue Rockfish,September,29,82,2010
PL,MPA,Blue Rockfish,September,26,120,2010
PL,MPA,Blue Rockfish,September,30,115,2010
PL,MPA,Blue Rockfish,September,27,115,2010
PL,MPA,Blue Rockfish,September,28,115,2010
PL,MPA,Blue Rockfish,September,15,115,2010
PL,MPA,Blue Rockfish,September,23,115,2010
PL,MPA,Blue Rockfish,September,25,115,2010
PL,MPA,Blue Rockfish,September,26,115,2010
PL,MPA,Blue Rockfish,September,25,120,2010
PL,MPA,Blue Rockfish,September,26,120,2010
PL,MPA,Blue Rockfish,September,28,120,2010
PL,MPA,Blue Rockfish,September,25,120,2010
PL,MPA,Blue Rockfish,September,28,110,2010
PL,MPA,Blue Rockfish,September,29,110,2010
PL,MPA,Blue Rockfish,September,26,110,2010
PL,MPA,Blue Rockfish,September,28,110,2010
PL,MPA,Blue Rockfish,September,26,110,2010
PL,MPA,Blue Rockfish,September,27,110,2010
PL,MPA,Blue Rockfish,September,26,110,2010
PL,MPA,Blue Rockfish,September,29,79,2010
PL,MPA,Blue Rockfish,September,28,110,2010
PL,MPA,Blue Rockfish,September,27,85,2010
PL,MPA,Blue Rockfish,September,23,105,2010
PL,MPA,Blue Rockfish,September,14,105,2010
PL,MPA,Blue Rockfish,September,26,105,2010
PL,MPA,Blue Rockfish,September,26,110,2010
PL,MPA,Blue Rockfish,September,27,110,2010
PL,MPA,Blue Rockfish,September,27,110,2010
PL,MPA,Blue Rockfish,September,27,110,2010
PL,MPA,Blue Rockfish,September,25,110,2010
PL,MPA,Blue Rockfish,September,27,110,2010
PL,MPA,Blue Rockfish,September,33,110,2010
PL,MPA,Blue Rockfish,September,28,110,2010
PL,MPA,Blue Rockfish,September,25,110,2010
PL,MPA,Blue Rockfish,September,23,110,2010
PL,MPA,Blue Rockfish,September,26,110,2010
PL,MPA,Blue Rockfish,September,32,105,2010
PL,MPA,Blue Rockfish,September,29,105,2010
PL,MPA,Blue Rockfish,September,22,105,2010
PL,MPA,Blue Rockfish,September,22,105,2010
PL,MPA,Blue Rockfish,September,25,105,2010
PL,MPA,Blue Rockfish,September,30,105,2010
PL,MPA,Blue Rockfish,September,24,105,2010
PL,MPA,Blue Rockfish,September,28,105,2010
PL,MPA,Blue Rockfish,September,30,105,2010
PL,MPA,Blue Rockfish,September,29,105,2010
PL,MPA,Blue Rockfish,September,27,105,2010
PL,MPA,Blue Rockfish,September,29,109,2010
PL,MPA,Blue Rockfish,September,22,109,2010
PL,MPA,Blue Rockfish,September,21,110,2010
PL,MPA,Blue Rockfish,September,22,110,2010
PL,MPA,Blue Rockfish,September,29,100,2010
PL,MPA,Blue Rockfish,September,32,100,2010
PL,MPA,Blue Rockfish,September,33,100,2010
PL,MPA,Blue Rockfish,September,31,100,2010
PL,MPA,Blue Rockfish,September,22,100,2010
PL,MPA,Blue Rockfish,September,33,100,2010
PL,MPA,Blue Rockfish,September,26,100,2010
PL,MPA,Blue Rockfish,September,19,98,2011
PL,MPA,Blue Rockfish,September,22,98,2011
PL,MPA,Blue Rockfish,September,22,98,2011
